Id,Name,LastName,FirstName,Gender,RankName,Department,TotalArticleCount,TotalConfProcCount,TotalGrantCount,TotalPatentCount,TotalCourseCount,Race
6700,"LYNCH, NANCY ANN",LYNCH,NANCY,Female,Professor,Electrical Engineering and Computer Sciences,39,88,30,4,2,PCTWHITE
1475,"MADDEN, SAMUEL R",MADDEN,SAMUEL,Male,Professor,Electrical Engineering and Computer Sciences,83,121,18,2,1,PCTWHITE
1055,"MATUSIK, WOJCIECH",MATUSIK,WOJCIECH,Male,Professor,Electrical Engineering and Computer Sciences,122,88,12,70,3,PCTWHITE
1505,"MEDARD, MURIEL",MEDARD,MURIEL,Female,Professor,Electrical Engineering and Computer Sciences,136,322,27,62,2,PCTBLACK
1170,"MILLER, ROBERT C",MILLER,ROBERT,Male,Professor,Electrical Engineering and Computer Sciences,57,96,3,0,3,PCTWHITE
1530,"MORRIS, ROBERT TAPPAN",MORRIS,ROBERT,Male,Professor,Electrical Engineering and Computer Sciences,46,32,6,0,1,PCTWHITE
23740,"OLIVA, AUDE",OLIVA,AUDE,Female,Other,Electrical Engineering and Computer Sciences,188,30,10,0,0,PCTHISPANIC
23710,"OLIVER, WILLIAM D",OLIVER,WILLIAM,Male,Associate,Electrical Engineering and Computer Sciences,79,7,17,6,5,PCTWHITE
23710,"OLIVER, WILLIAM D",OLIVER,WILLIAM,Male,Associate,Physics,79,7,17,6,5,PCTWHITE
2040,"OZDAGLAR, ASUMAN E",OZDAGLAR,ASUMAN,Female,Professor,Electrical Engineering and Computer Sciences,119,87,9,3,1,PCTWHITE
1275,"PALACIOS, TOMAS",PALACIOS,TOMAS,Female,Professor,Electrical Engineering and Computer Sciences,242,100,44,30,3,PCTHISPANIC
5120,"PARRILO, PABLO A",PARRILO,PABLO,Male,Professor,Electrical Engineering and Computer Sciences,81,56,10,0,3,PCTWHITE
4115,"PERREAULT, DAVID J",PERREAULT,DAVID,Male,Professor,Electrical Engineering and Computer Sciences,81,115,10,64,2,PCTWHITE
6705,"POLYANSKIY, YURY",POLYANSKIY,YURY,Female,Associate,Electrical Engineering and Computer Sciences,39,68,3,1,2,PCTWHITE
1710,"RAM, RAJEEV J",RAM,RAJEEV,Male,Professor,Electrical Engineering and Computer Sciences,99,107,36,31,2,PCTAPI
3985,"REED, CHARLOTTE M",REED,CHARLOTTE,Female,Other,Electrical Engineering and Computer Sciences,106,9,11,1,0,PCTWHITE
1070,"RINARD, MARTIN C",RINARD,MARTIN,Female,Professor,Electrical Engineering and Computer Sciences,49,109,20,6,2,PCTWHITE
15275,"RUPP, JENNIFER LILIA MARGUERITE",RUPP,JENNIFER,Female,Associate,Electrical Engineering and Computer Sciences,127,7,1,6,1,PCTWHITE
15275,"RUPP, JENNIFER LILIA MARGUERITE",RUPP,JENNIFER,Female,Associate,Materials Science and Engineering,127,7,1,6,1,PCTWHITE
1515,"RUS, DANIELA L",RUS,DANIELA,Female,Professor,Electrical Engineering and Computer Sciences,166,343,36,40,0,PCTWHITE
10060,"SANCHEZ MARTIN, DANIEL",SANCHEZ MARTIN,DANIEL,Male,Associate,Electrical Engineering and Computer Sciences,29,50,4,0,2,PCTWHITE
1790,"SCHMIDT, MARTIN ARNOLD",SCHMIDT,MARTIN,Female,Professor,Electrical Engineering and Computer Sciences,205,32,9,44,0,PCTWHITE
1480,"SHAH, DEVAVRAT",SHAH,DEVAVRAT,Female,Professor,Electrical Engineering and Computer Sciences,95,102,18,12,1,PCTAPI
1180,"SHAVIT, NIR N",SHAVIT,NIR,Male,Professor,Electrical Engineering and Computer Sciences,28,60,12,25,2,PCTWHITE
4680,"SHROBE, HOWARD E",SHROBE,HOWARD,Female,Other,Electrical Engineering and Computer Sciences,10,24,37,0,2,PCTWHITE
3035,"SODINI, CHARLES G",SODINI,CHARLES,Male,Other,Electrical Engineering and Computer Sciences,35,52,5,12,0,PCTWHITE
1190,"SOLAR LEZAMA, ARMANDO",SOLAR LEZAMA,ARMANDO,Male,Associate,Electrical Engineering and Computer Sciences,27,55,11,0,1,PCTWHITE
3640,"SZE, VIVIENNE",SZE,VIVIENNE,Male,Associate,Electrical Engineering and Computer Sciences,25,52,2,29,2,PCTAPI
6885,"SZOLOVITS, PETER",SZOLOVITS,PETER,Male,Professor,Electrical Engineering and Computer Sciences,81,18,46,0,2,PCTWHITE
4830,"TEDRAKE, RUSSELL L",TEDRAKE,RUSSELL,Female,Professor,Electrical Engineering and Computer Sciences,29,100,20,2,2,PCTWHITE
1040,"TORRALBA, ANTONIO",TORRALBA,ANTONIO,Male,Professor,Electrical Engineering and Computer Sciences,124,120,13,4,0,PCTHISPANIC
2365,"TSITSIKLIS, JOHN N",TSITSIKLIS,JOHN,Male,Professor,Electrical Engineering and Computer Sciences,87,45,13,7,0,PCTWHITE
4340,"VAIKUNTANATHAN, VINOD",VAIKUNTANATHAN,VINOD,Female,Associate,Electrical Engineering and Computer Sciences,17,91,7,9,1,PCTWHITE
3655,"VOLDMAN, JOEL",VOLDMAN,JOEL,Male,Professor,Electrical Engineering and Computer Sciences,69,10,18,8,0,PCTWHITE
1350,"WATTS, MICHAEL",WATTS,MICHAEL,Male,Associate,Electrical Engineering and Computer Sciences,94,150,12,36,0,PCTWHITE
1095,"WHITE, JACOB K",WHITE,JACOB,Male,Professor,Electrical Engineering and Computer Sciences,83,57,17,1,2,PCTWHITE
15290,"WILLIAMS, RICHARD RYAN",WILLIAMS,RICHARD,Male,Associate,Electrical Engineering and Computer Sciences,60,59,3,0,2,PCTWHITE
2570,"WONG, NGAI CHUEN",WONG,NGAI,Male,Other,Electrical Engineering and Computer Sciences,118,139,20,4,0,PCTAPI
1770,"WORNELL, GREGORY W",WORNELL,GREGORY,Male,Professor,Electrical Engineering and Computer Sciences,50,107,28,7,2,PCTWHITE
7235,"ZHENG, LIZHONG",ZHENG,LIZHONG,Female,Professor,Electrical Engineering and Computer Sciences,39,65,13,0,2,PCTAPI
1085,"AGARWAL, ANURADHA",AGARWAL,ANURADHA,Female,Other,Materials Science and Engineering,120,116,6,22,0,PCTAPI
2565,"ALEXANDER-KATZ, ALFREDO",ALEXANDER-KATZ,ALFREDO,Female,Associate,Materials Science and Engineering,114,1,4,2,5,PCTWHITE
7140,"ALLANORE, ANTOINE",ALLANORE,ANTOINE,Male,Associate,Materials Science and Engineering,59,7,8,6,2,PCTWHITE
2055,"BEACH, GEOFFREY STEPHEN",BEACH,GEOFFREY,Male,Professor,Materials Science and Engineering,92,4,10,10,3,PCTWHITE
2285,"CARTER, W CRAIG",CARTER,W,Female,Professor,Materials Science and Engineering,95,2,7,9,2,PCTWHITE
2235,"CHIANG, YET-MING",CHIANG,YET-MING,Female,Professor,Materials Science and Engineering,171,0,30,87,2,PCTAPI
1425,"CIMA, MICHAEL J",CIMA,MICHAEL,Male,Professor,Materials Science and Engineering,114,5,11,165,2,PCTWHITE
3125,"CLARK, JOEL P",CLARK,JOEL,Male,Other,Materials Science and Engineering,13,0,4,0,0,PCTWHITE
3650,"DAO, MING",DAO,MING,Male,Other,Materials Science and Engineering,137,6,7,1,2,PCTAPI
6830,"EAGAR, THOMAS W",EAGAR,THOMAS,Male,Professor,Materials Science and Engineering,17,0,11,9,4,PCTWHITE
2060,"FINK, YOEL",FINK,YOEL,Female,Professor,Materials Science and Engineering,92,34,16,33,0,PCTWHITE
1260,"FITZGERALD, EUGENE A",FITZGERALD,EUGENE,Female,Professor,Materials Science and Engineering,332,92,23,41,2,PCTWHITE
5300,"GIBSON, LORNA J",GIBSON,LORNA,Female,Professor,Materials Science and Engineering,59,1,8,2,2,PCTWHITE
5300,"GIBSON, LORNA J",GIBSON,LORNA,Female,Professor,Mechanical Engineering,59,1,8,2,2,PCTWHITE
15535,"GOMEZ-BOMBARELLI, RAFAEL",GOMEZ-BOMBARELLI,RAFAEL,Female,Assistant,Materials Science and Engineering,52,2,2,8,2,PCTWHITE
1805,"GRADECAK, SILVIJA",GRADECAK,SILVIJA,Female,Professor,Materials Science and Engineering,104,11,2,5,0,PCTWHITE
1860,"GROSSMAN, JEFFREY C",GROSSMAN,JEFFREY,Male,Professor,Materials Science and Engineering,226,4,11,28,0,PCTWHITE
9825,"HOLTEN-ANDERSEN, NIELS",HOLTEN-ANDERSEN,NIELS,Female,Associate,Materials Science and Engineering,40,0,3,4,2,PCTWHITE
1415,"HOSLER, DOROTHY",HOSLER,DOROTHY,Female,Professor,Materials Science and Engineering,7,0,1,0,2,PCTWHITE
2760,"HU, JUEJUN",HU,JUEJUN,Female,Associate,Materials Science and Engineering,174,151,22,26,2,PCTAPI
15020,"JARAMILLO, RAFAEL",JARAMILLO,RAFAEL,Female,Assistant,Materials Science and Engineering,55,4,6,0,2,PCTHISPANIC
15225,"KIM, JEEHWAN",KIM,JEEHWAN,Female,Associate,Materials Science and Engineering,131,12,11,18,2,PCTAPI
15225,"KIM, JEEHWAN",KIM,JEEHWAN,Female,Associate,Mechanical Engineering,131,12,11,18,2,PCTAPI
1090,"KIMERLING, LIONEL C",KIMERLING,LIONEL,Male,Professor,Materials Science and Engineering,208,218,26,53,0,PCTWHITE
3750,"KIRCHAIN, RANDOLPH E",KIRCHAIN,RANDOLPH,Female,Other,Materials Science and Engineering,88,42,3,0,1,PCTWHITE
23975,"LEBEAU, JAMES MICHAEL",LEBEAU,JAMES,Male,Associate,Materials Science and Engineering,171,5,2,0,2,PCTWHITE
1420,"LECHTMAN, HEATHER NAN",LECHTMAN,HEATHER,Female,Professor,Materials Science and Engineering,5,0,2,0,2,PCTWHITE
7110,"LI, JU",LI,JU,Male,Professor,Materials Science and Engineering,772,51,17,11,5,PCTAPI
7110,"LI, JU",LI,JU,Male,Professor,Nuclear Science and Engineering,772,51,17,11,5,PCTAPI
15165,"MACFARLANE, ROBERT J",MACFARLANE,ROBERT,Male,Assistant,Materials Science and Engineering,45,0,5,1,2,PCTWHITE
1105,"MICHEL, JURGEN",MICHEL,JURGEN,Male,Other,Materials Science and Engineering,144,150,9,25,1,PCTWHITE
14585,"OLIVETTI, ELSA A",OLIVETTI,ELSA,Female,Associate,Materials Science and Engineering,68,20,13,0,6,PCTWHITE
2255,"ORTIZ, CHRISTINE",ORTIZ,CHRISTINE,Female,Professor,Materials Science and Engineering,91,4,10,2,1,PCTHISPANIC
15210,"ORTONY, JULIA H",ORTONY,JULIA,Female,Assistant,Materials Science and Engineering,18,0,1,1,1,PCTWHITE
1320,"ROSS, CAROLINE A",ROSS,CAROLINE,Female,Professor,Materials Science and Engineering,372,28,30,6,2,PCTWHITE
22965,"ROSS, FRANCES MARY",ROSS,FRANCES,Female,Professor,Materials Science and Engineering,140,7,2,0,2,PCTWHITE
3250,"RUBNER, MICHAEL F",RUBNER,MICHAEL,Male,Other,Materials Science and Engineering,97,1,16,48,0,PCTWHITE
3725,"SADOWAY, DONALD ROBERT",SADOWAY,DONALD,Female,Professor,Materials Science and Engineering,64,10,24,20,2,PCTWHITE
1235,"SCHUH, CHRISTOPHER A",SCHUH,CHRISTOPHER,Male,Professor,Materials Science and Engineering,266,2,31,43,1,PCTWHITE
1375,"SHAO-HORN, YANG",SHAO-HORN,YANG,Female,Professor,Materials Science and Engineering,344,16,17,22,2,PCTWHITE
1375,"SHAO-HORN, YANG",SHAO-HORN,YANG,Female,Professor,Mechanical Engineering,344,16,17,22,2,PCTWHITE
19380,"TASAN, CEMAL",TASAN,CEMAL,Male,Associate,Materials Science and Engineering,98,4,5,1,2,PCTWHITE
1300,"THOMPSON, CARL VERNETTE",THOMPSON,CARL,Female,Professor,Materials Science and Engineering,153,17,9,3,1,PCTWHITE
3730,"TULLER, HARRY L",TULLER,HARRY,Female,Professor,Materials Science and Engineering,228,16,28,23,2,PCTWHITE
6405,"VELASQUEZ-HELLER, LUIS FERNANDO",VELASQUEZ-HELLER,LUIS,Male,Other,Materials Science and Engineering,58,59,16,18,2,PCTWHITE
1610,"YILDIZ, BILGE",YILDIZ,BILGE,Female,Professor,Materials Science and Engineering,163,9,11,1,1,PCTWHITE
1610,"YILDIZ, BILGE",YILDIZ,BILGE,Female,Professor,Nuclear Science and Engineering,163,9,11,1,1,PCTWHITE
1015,"ABEYARATNE, ROHAN",ABEYARATNE,ROHAN,Female,Professor,Mechanical Engineering,19,2,4,0,2,PCTWHITE
24180,"AHMED, FAEZ",AHMED,FAEZ,Female,Assistant,Mechanical Engineering,13,15,0,0,1,PCTAPI
1140,"AKYLAS, TRIANTAPHYLLOS R",AKYLAS,TRIANTAPHYLLOS,Female,Professor,Mechanical Engineering,41,1,16,0,2,PCTWHITE
1245,"ANAND, LALLIT",ANAND,LALLIT,Female,Professor,Mechanical Engineering,64,7,13,0,2,PCTAPI
4835,"ANNASWAMY, ANURADHA M",ANNASWAMY,ANURADHA,Female,Other,Mechanical Engineering,86,153,40,11,0,PCTWHITE
14565,"ANTHONY, BRIAN",ANTHONY,BRIAN,Male,Other,Mechanical Engineering,41,61,4,13,1,PCTWHITE
3345,"ASADA, HARUHIKO",ASADA,HARUHIKO,Female,Professor,Mechanical Engineering,96,195,21,58,2,PCTAPI
3320,"BARBASTATHIS, GEORGE",BARBASTATHIS,GEORGE,Male,Professor,Mechanical Engineering,153,203,16,32,1,PCTWHITE
24130,"BEBERMEYER, ROBERT E",BEBERMEYER,ROBERT,Male,Other,Mechanical Engineering,0,0,0,0,4,PCTWHITE
6010,"BENJAMIN, MICHAEL R",BENJAMIN,MICHAEL,Male,Other,Mechanical Engineering,8,26,7,1,1,PCTWHITE
19390,"BISCHOFBERGER, IRMGARD",BISCHOFBERGER,IRMGARD,Female,Assistant,Mechanical Engineering,17,8,0,2,2,PCTWHITE
3025,"BRISSON, JOHN G",BRISSON,JOHN,Male,Professor,Mechanical Engineering,23,23,16,2,2,PCTWHITE
2280,"BUIE, CULLEN",BUIE,CULLEN,Male,Associate,Mechanical Engineering,38,17,15,7,2,PCTWHITE
1815,"BUONASSISI, ANTHONY",BUONASSISI,ANTHONY,Male,Professor,Mechanical Engineering,265,130,30,8,2,PCTWHITE
4310,"CELANOVIC, IVAN L",CELANOVIC,IVAN,Female,Other,Mechanical Engineering,54,38,3,8,0,PCTWHITE
3270,"CHEN, GANG",CHEN,GANG,Female,Professor,Mechanical Engineering,1385,160,46,40,1,PCTAPI
3555,"CHENG, WAI K",CHENG,WAI,Female,Professor,Mechanical Engineering,38,32,9,0,2,PCTAPI
3710,"CHUN, JUNG-HOON",CHUN,JUNG-HOON,Male,Professor,Mechanical Engineering,56,20,8,10,3,PCTAPI
3340,"CULPEPPER, MARTIN",CULPEPPER,MARTIN,Female,Professor,Mechanical Engineering,52,21,14,14,3,PCTWHITE
4840,"DEL VECCHIO, DOMITILLA",DEL VECCHIO,DOMITILLA,Female,Professor,Mechanical Engineering,58,92,20,2,2,PCTWHITE
23565,"DENG, SILI",DENG,SILI,Female,Assistant,Mechanical Engineering,23,2,0,0,2,PCTAPI
2215,"FANG, XUANLAI",FANG,XUANLAI,Female,Professor,Mechanical Engineering,174,56,13,15,2,PCTAPI
1010,"FREY, DANIEL",FREY,DANIEL,Male,Professor,Mechanical Engineering,49,29,4,3,1,PCTWHITE
17780,"GALLANT, BETAR MAURKAH",GALLANT,BETAR,Female,Assistant,Mechanical Engineering,36,1,5,7,2,PCTWHITE
2990,"GHONIEM, AHMED F",GHONIEM,AHMED,Female,Professor,Mechanical Engineering,189,63,16,8,2,PCTWHITE
23665,"GILLESPY, ANDREW J",GILLESPY,ANDREW,Male,Other,Mechanical Engineering,0,0,0,0,0,PCTWHITE
23575,"GOPINATH, ASHWIN",GOPINATH,ASHWIN,Male,Assistant,Mechanical Engineering,21,9,1,0,2,PCTAPI
3700,"GRAVES, STEPHEN C",GRAVES,STEPHEN,Male,Professor,Mechanical Engineering,61,4,4,0,2,PCTWHITE
15180,"GUO, MING",GUO,MING,Male,Assistant,Mechanical Engineering,37,0,4,0,1,PCTAPI
7990,"GUTOWSKI, TIMOTHY G",GUTOWSKI,TIMOTHY,Male,Professor,Mechanical Engineering,41,22,9,4,5,PCTWHITE
4270,"HADJICONSTANTINOU, NICOLAS",HADJICONSTANTINOU,NICOLAS,Female,Professor,Mechanical Engineering,62,16,6,5,2,PCTWHITE
1215,"HARDT, DAVID E",HARDT,DAVID,Male,Professor,Mechanical Engineering,35,12,9,4,2,PCTWHITE
8980,"HART, ANASTASIOS JOHN",HART,ANASTASIOS,Male,Associate,Mechanical Engineering,266,16,26,74,2,PCTWHITE
5640,"HART, DOUGLAS",HART,DOUGLAS,Female,Professor,Mechanical Engineering,18,5,17,29,4,PCTWHITE
16000,"HENRY, ASEGUN S",HENRY,ASEGUN,Female,Associate,Mechanical Engineering,65,8,7,3,2,PCTWHITE
3095,"HOSOI, ANETTE PEKO",HOSOI,ANETTE,Female,Professor,Mechanical Engineering,61,12,13,11,5,PCTWHITE
5885,"HUNTER, IAN",HUNTER,IAN,Female,Professor,Mechanical Engineering,57,52,11,181,0,PCTWHITE
23915,"IWASA, YUKIKAZU",IWASA,YUKIKAZU,Female,Other,Mechanical Engineering,133,2,31,11,0,PCTAPI
2820,"JACOBSON, JOSEPH",JACOBSON,JOSEPH,Male,Associate,Mechanical Engineering,32,5,8,32,2,PCTWHITE
2820,"JACOBSON, JOSEPH",JACOBSON,JOSEPH,Male,Associate,Media Arts and Sciences,32,5,8,32,2,PCTWHITE
3155,"JONES, LYNETTE A",JONES,LYNETTE,Female,Other,Mechanical Engineering,72,28,6,1,0,PCTWHITE
3325,"KAMM, ROGER DALE",KAMM,ROGER,Male,Other,Mechanical Engineering,300,23,59,13,0,PCTWHITE
7590,"KAMRIN, KENNETH N",KAMRIN,KENNETH,Female,Associate,Mechanical Engineering,49,3,10,0,2,PCTWHITE
5545,"KARNIK, ROHIT",KARNIK,ROHIT,Female,Professor,Mechanical Engineering,102,14,10,36,1,PCTWHITE
4790,"KIM, SANGBAE",KIM,SANGBAE,Female,Associate,Mechanical Engineering,52,58,9,8,2,PCTAPI
1780,"KIM, SANG-GOOK",KIM,SANG-GOOK,Male,Professor,Mechanical Engineering,100,41,3,29,2,PCTAPI
8285,"KOLLE, MATHIAS",KOLLE,MATHIAS,Female,Associate,Mechanical Engineering,66,16,4,8,2,PCTWHITE
5880,"KREBS, HERMANO I",KREBS,HERMANO,Female,Other,Mechanical Engineering,131,75,8,6,0,PCTWHITE
1745,"LEONARD, JOHN J",LEONARD,JOHN,Male,Professor,Mechanical Engineering,95,93,34,14,2,PCTWHITE
5740,"LERMUSIAUX, PIERRE",LERMUSIAUX,PIERRE,Female,Professor,Mechanical Engineering,87,29,35,1,1,PCTWHITE
6855,"LIENHARD, JOHN H",LIENHARD,JOHN,Male,Professor,Mechanical Engineering,160,19,3,57,0,PCTWHITE
2090,"LIU, YUMING",LIU,YUMING,Female,Other,Mechanical Engineering,154,26,1,0,0,PCTAPI
1870,"LLOYD, SETH",LLOYD,SETH,Male,Professor,Mechanical Engineering,183,15,15,3,0,PCTWHITE
1870,"LLOYD, SETH",LLOYD,SETH,Male,Professor,Physics,183,15,15,3,0,PCTWHITE
1760,"MAKRIS, NICHOLAS",MAKRIS,NICHOLAS,Male,Professor,Mechanical Engineering,98,1,23,4,1,PCTWHITE
3355,"MCKINLEY, GARETH H",MCKINLEY,GARETH,Female,Professor,Mechanical Engineering,246,18,24,29,2,PCTWHITE
1620,"PARKS, DAVID MOORE",PARKS,DAVID,Male,Professor,Mechanical Engineering,30,0,5,3,2,PCTWHITE
6840,"PATERA, ANTHONY T",PATERA,ANTHONY,Male,Professor,Mechanical Engineering,61,6,18,1,2,PCTWHITE
1430,"PATRIKALAKIS, NICHOLAS M",PATRIKALAKIS,NICHOLAS,Male,Professor,Mechanical Engineering,19,28,19,1,2,PCTWHITE
3395,"PEACOCK, THOMAS",PEACOCK,THOMAS,Male,Professor,Mechanical Engineering,60,4,17,0,2,PCTWHITE
24185,"PORTELA GALINDO, CARLOS M",PORTELA GALINDO,CARLOS,Male,Assistant,Mechanical Engineering,12,2,0,2,2,PCTWHITE
19525,"ROCHE, ELLEN",ROCHE,ELLEN,Female,Assistant,Mechanical Engineering,42,5,2,5,3,PCTWHITE
8455,"RODRIGUEZ GARCIA, ALBERTO",RODRIGUEZ GARCIA,ALBERTO,Male,Associate,Mechanical Engineering,23,51,2,7,2,PCTWHITE
5700,"SAPSIS, THEMISTOKLIS PANAGIOTIS",SAPSIS,THEMISTOKLIS,Male,Associate,Mechanical Engineering,88,4,15,0,2,PCTWHITE
1220,"SARMA, SANJAY",SARMA,SANJAY,Male,Professor,Mechanical Engineering,42,72,9,17,0,PCTAPI
1730,"SCHMIDT, HENRIK",SCHMIDT,HENRIK,Male,Professor,Mechanical Engineering,116,41,47,1,0,PCTWHITE
7200,"SCLAVOUNOS, PAUL D",SCLAVOUNOS,PAUL,Male,Professor,Mechanical Engineering,12,7,12,0,2,PCTWHITE
4550,"SEERING, WARREN PAUL",SEERING,WARREN,Female,Professor,Mechanical Engineering,11,14,3,1,3,PCTWHITE
1615,"SLOCUM, ALEXANDER H",SLOCUM,ALEXANDER,Male,Professor,Mechanical Engineering,171,55,29,125,2,PCTWHITE
22805,"SUDHIR, VIVISHEK",SUDHIR,VIVISHEK,Female,Assistant,Mechanical Engineering,52,9,0,0,2,PCTWHITE
3390,"TECHET, ALEXANDRA H",TECHET,ALEXANDRA,Female,Professor,Mechanical Engineering,30,6,19,2,2,PCTWHITE
3545,"TIAN, TIAN",TIAN,TIAN,Female,Other,Mechanical Engineering,179,71,3,0,0,PCTAPI
23715,"TRAVERSO, CARLO GIOVANNI",TRAVERSO,CARLO,Male,Assistant,Mechanical Engineering,90,4,2,77,2,PCTWHITE
5770,"TRIANTAFYLLOU, MICHAEL S",TRIANTAFYLLOU,MICHAEL,Male,Professor,Mechanical Engineering,123,77,23,6,1,PCTWHITE
5925,"TRUMPER, DAVID L",TRUMPER,DAVID,Male,Professor,Mechanical Engineering,43,14,16,34,3,PCTWHITE
9980,"TURITSYN, KONSTANTIN",TURITSYN,KONSTANTIN,Male,Associate,Mechanical Engineering,69,53,6,0,0,PCTWHITE
19515,"VAN REES, WILLEM MARINUS",VAN REES,WILLEM,Male,Assistant,Mechanical Engineering,20,3,1,0,2,PCTWHITE
7580,"VANDIVER, JOHN KIM",VANDIVER,JOHN,Male,Professor,Mechanical Engineering,6,30,8,6,1,PCTWHITE
6675,"WALLACE, DAVID",WALLACE,DAVID,Male,Professor,Mechanical Engineering,23,21,4,1,2,PCTWHITE
1840,"WANG, EVELYN",WANG,EVELYN,Female,Professor,Mechanical Engineering,211,108,24,26,0,PCTAPI
5010,"WINTER, AMOS G",WINTER,AMOS,Male,Associate,Mechanical Engineering,38,66,11,17,1,PCTWHITE
3540,"WONG, VICTOR W",WONG,VICTOR,Male,Other,Mechanical Engineering,288,47,6,3,0,PCTAPI
6845,"YANG, MARIA",YANG,MARIA,Female,Professor,Mechanical Engineering,50,50,11,0,4,PCTAPI
3315,"YANNAS, IOANNIS V",YANNAS,IOANNIS,Male,Professor,Mechanical Engineering,47,3,14,30,3,PCTWHITE
2205,"YOUCEF-TOUMI, KAMAL",YOUCEF-TOUMI,KAMAL,Male,Professor,Mechanical Engineering,86,81,3,58,2,PCTWHITE
5735,"YUE, DICK K. P",YUE,DICK,Male,Professor,Mechanical Engineering,72,16,54,1,1,PCTAPI
14770,"ZHAO, XUANHE",ZHAO,XUANHE,Female,Associate,Mechanical Engineering,177,6,12,17,1,PCTAPI
15240,"ADIB, FADEL",ADIB,FADEL,Female,Assistant,Electrical Engineering and Computer Sciences,9,20,7,17,2,PCTWHITE
15240,"ADIB, FADEL",ADIB,FADEL,Female,Assistant,Media Arts and Sciences,9,20,7,17,2,PCTWHITE
23570,"BONES-IJEOMA, BRYAN",BONES-IJEOMA,BRYAN,Male,Assistant,Media Arts and Sciences,0,0,0,0,3,PCTWHITE
23780,"BOVE, V MICHAEL",BOVE,V,Female,Other,Media Arts and Sciences,19,50,6,13,0,PCTWHITE
2915,"BREAZEAL, CYNTHIA LYNN",BREAZEAL,CYNTHIA,Female,Associate,Media Arts and Sciences,45,123,17,2,2,PCTWHITE
15330,"DAGDEVIREN, CANAN",DAGDEVIREN,CANAN,Female,Assistant,Media Arts and Sciences,35,2,2,4,2,PCTWHITE
17890,"ESVELT, KEVIN MICHAEL",ESVELT,KEVIN,Male,Assistant,Media Arts and Sciences,36,1,6,5,3,PCTWHITE
3880,"GERSHENFELD, NEIL A",GERSHENFELD,NEIL,Male,Professor,Media Arts and Sciences,19,17,30,67,2,PCTWHITE
24085,"HARPER, CALEB BENJAMIN",HARPER,CALEB,Male,Other,Media Arts and Sciences,2,1,0,0,0,PCTWHITE
2240,"HERR, HUGH M",HERR,HUGH,Female,Professor,Media Arts and Sciences,78,51,66,47,0,PCTWHITE
1050,"ISHII, HIROSHI",ISHII,HIROSHI,Female,Professor,Media Arts and Sciences,31,166,0,12,3,PCTAPI
8300,"LARSON, KENT",LARSON,KENT,Female,Other,Media Arts and Sciences,6,32,5,1,0,PCTWHITE
24135,"LIEBERMAN, ZACHARY M",LIEBERMAN,ZACHARY,Male,Other,Media Arts and Sciences,0,1,0,0,2,PCTWHITE
23880,"LIPPMAN, ANDREW B",LIPPMAN,ANDREW,Male,Other,Media Arts and Sciences,11,31,1,8,1,PCTWHITE
2900,"MACHOVER, TOD",MACHOVER,TOD,Male,Professor,Media Arts and Sciences,5,1,0,2,1,PCTWHITE
5555,"MAES, PATRICIA",MAES,PATRICIA,Female,Professor,Media Arts and Sciences,23,179,0,6,1,PCTHISPANIC
5440,"OXMAN, NERI",OXMAN,NERI,Male,Associate,Media Arts and Sciences,39,10,2,12,0,PCTWHITE
5560,"PARADISO, JOSEPH A",PARADISO,JOSEPH,Male,Professor,Media Arts and Sciences,47,108,2,32,4,PCTWHITE
1455,"PENTLAND, ALEX PAUL",PENTLAND,ALEX,Female,Professor,Media Arts and Sciences,153,103,18,13,2,PCTWHITE
2875,"PICARD, ROSALIND W",PICARD,ROSALIND,Female,Professor,Media Arts and Sciences,88,132,10,9,2,PCTWHITE
15005,"RAHWAN, IYAD",RAHWAN,IYAD,Female,Associate,Media Arts and Sciences,73,37,2,0,0,PCTWHITE
1785,"RASKAR, RAMESH",RASKAR,RAMESH,Female,Associate,Media Arts and Sciences,132,254,18,52,2,PCTWHITE
2740,"RESNICK, MITCHEL J",RESNICK,MITCHEL,Male,Professor,Media Arts and Sciences,11,26,14,0,2,PCTWHITE
1450,"ROY, DEB K",ROY,DEB,Female,Professor,Media Arts and Sciences,19,51,6,1,2,PCTWHITE
15665,"SARKAR, DEBLINA",SARKAR,DEBLINA,Female,Assistant,Media Arts and Sciences,24,13,2,1,2,PCTAPI
23835,"SHAH, PRATIK",SHAH,PRATIK,Male,Other,Media Arts and Sciences,9,14,1,2,2,PCTAPI
2075,"ZHANG, SHUGUANG",ZHANG,SHUGUANG,Female,Other,Media Arts and Sciences,63,0,21,30,1,PCTAPI
3230,"BAGLIETTO, EMILIO",BAGLIETTO,EMILIO,Male,Associate,Nuclear Science and Engineering,55,12,8,0,1,PCTWHITE
1625,"BALLINGER, RONALD G",BALLINGER,RONALD,Female,Other,Nuclear Science and Engineering,26,7,21,1,0,PCTWHITE
15235,"BUCCI, MATTEO",BUCCI,MATTEO,Female,Assistant,Nuclear Science and Engineering,25,4,6,2,1,PCTWHITE
1385,"BUONGIORNO, JACOPO",BUONGIORNO,JACOPO,Female,Professor,Nuclear Science and Engineering,94,22,19,7,2,PCTWHITE
2865,"CAPPELLARO, PAOLA",CAPPELLARO,PAOLA,Female,Associate,Nuclear Science and Engineering,92,8,10,4,4,PCTWHITE
14600,"DANAGOULIAN, AREG",DANAGOULIAN,AREG,Female,Assistant,Nuclear Science and Engineering,23,2,3,2,2,PCTWHITE
